,Unnamed: 0,Gene,n_cells,highly_variable,means,dispersions,dispersions_norm
21869,21869,SCHIP1,2443,True,0.258082986974027,2.03128879375473,0.76869464
21871,21871,SCIMP,1687,True,0.21778345545287078,2.128091051167821,1.1146487
21876,21876,SCML1,621,True,0.08467096232876228,2.193931105367816,1.3499494
21878,21878,SCML4,1079,True,0.19017816656396125,2.346854718702353,1.8964713
21883,21883,SCN2A,677,True,0.06710921099867075,2.721424297888438,3.2351165
21885,21885,SCN3A,104,True,0.016554625572897493,2.4441484351142777,2.2441816
21891,21891,SCN8A,97,True,0.011278955727657063,2.0372730031369666,0.79008114
21892,21892,SCN9A,889,True,0.10875881569771798,2.117209253514399,1.0757592
21916,21916,SCUBE3,142,True,0.018049971792151665,2.0780564953979836,0.9358341
21920,21920,SCYL3,1148,True,0.12437537044635441,2.0131113568479866,0.7037317
21923,21923,SDC1,496,True,0.07675840813952685,2.2359697161614704,1.500188
21924,21924,SDC2,454,True,0.05439383712473812,2.304358906007883,1.7445987
21929,21929,SDCBP2,53,True,0.006968431845107631,2.1855545622344033,1.3200132
21949,21949,SDK2,671,True,0.08300961286271417,2.0374306921707954,0.7906447
21950,21950,SDR16C5,4,True,0.000979615895755842,2.3072916684902847,1.75508
21953,21953,SDR42E1,51,True,0.006902903342886889,2.498818056391173,2.4395614
21955,21955,SDS,17,True,0.0019779341894413226,2.1692081267899965,1.2615938
21959,21959,SEC11C,6308,True,0.8413975994362164,2.979942192146555,3.0939133
21975,21975,SEC23A-AS1,20,True,0.0026626420708604735,2.171597357973835,1.2701325
21978,21978,SEC24A,1530,True,0.16768415616448873,2.060835931482325,0.8742909
21995,21995,SEL1L,5785,True,0.6494199335513382,2.588666695765657,1.7912565
21996,21996,SEL1L2,8,True,0.0010362968117588306,2.7108735084820132,3.1974099
21997,21997,SEL1L3,2185,True,0.2644716714762816,2.133123953790101,1.1326355
21999,21999,SELENBP1,350,True,0.03578380625840158,2.0552754004791645,0.8544185
22004,22004,SELENOM,1035,True,0.14479035480063784,2.0620893883218785,0.87877053
22007,22007,SELENOP,2426,True,0.27454795247110175,2.102066091214873,1.0216402
22010,22010,SELENOV,6,True,0.0009021397555065227,2.3534762648212606,1.9201355
22012,22012,SELL,12100,True,1.3547081124204914,2.5241576460651167,0.73982257
22013,22013,SELP,322,True,0.04084473822880967,2.0285685832357703,0.7589731
22016,22016,SEMA3A,94,True,0.014428046265199274,2.310219755484829,1.7655444
22031,22031,SEMA5A,96,True,0.014141599436846928,2.190684414715064,1.3383464
22034,22034,SEMA6A,176,True,0.020861414946946183,2.021952955985783,0.73533005
22050,22050,SENP7,6106,True,0.61979553059877,2.3640381383241214,1.0434103
22056,22056,SEPT1,1957,True,0.2608946137766271,2.053857968826571,0.8493529
22057,22057,SEPT10,422,True,0.05373066902687896,2.1315083500448884,1.1268616
22059,22059,SEPT12,5,True,0.0007722471820483462,2.4861894845200916,2.394429
22064,22064,SEPT4-AS1,11,True,0.0014359911336434138,2.609900912583915,2.8365517
22070,22070,SEPT7P2,2260,True,0.24419627205500155,2.0193519061597027,0.72603434
22087,22087,SERINC5,2491,True,0.30754112105015075,2.1593339426524367,0.72402155
22090,22090,SERPINA1,2547,True,0.33379932201702806,2.2469101606602666,1.082381
22102,22102,SERPINB1,20046,True,1.9131074057818693,2.5733473631937174,1.1476645
22103,22103,SERPINB10,2682,True,0.34656027003758244,2.1849016482399835,0.82864386
22107,22107,SERPINB2,1249,True,0.21736142558329782,2.97038377286624,4.1248536
22114,22114,SERPINB9,3418,True,0.4208112083941312,2.170318922523261,0.76897174
22116,22116,SERPINC1,5,True,0.0009389628523893883,2.5058901554784767,2.4648356
22118,22118,SERPINE1,171,True,0.019438162627643384,2.229578608784411,1.4773473
22119,22119,SERPINE2,728,True,0.06671555715680132,2.0975691143833415,1.0055687
22121,22121,SERPINF1,346,True,0.0423981603953187,2.0302609696864997,0.7650214
22134,22134,SESN2,509,True,0.05361799717853894,2.184416671505225,1.3159465
22135,22135,SESN3,6831,True,0.8241230150945555,2.4205529563120933,1.2315626
22138,22138,SETBP1,878,True,0.12346843428469662,2.1881759974049686,1.3293817
22167,22167,SFI1,1822,True,0.20842342713290163,2.0261431673451455,0.7503051
22168,22168,SFMBT1,876,True,0.10313386661584192,2.0219783771134736,0.7354209
22169,22169,SFMBT2,1559,True,0.17996902715688076,2.0789751588715486,0.93911725
22175,22175,SFRP4,12,True,0.0022390323229825333,3.3876604046020153,5.616126
22176,22176,SFRP5,38,True,0.004707898495437194,2.238316820352546,1.508576
22184,22184,SFTPA1,7,True,0.0012590347049692382,2.1587028046981525,1.2240497
22196,22196,SGCD,46,True,0.006937344903245667,2.2635304138800034,1.598685
22197,22197,SGCE,58,True,0.007016755590336816,2.026012527598296,0.74983823
22202,22202,SGK1,1756,True,0.2265401749249937,2.2180873607727642,1.4362795
22206,22206,SGMS1,2074,True,0.22365081713021323,2.034748428244391,0.7810588
22212,22212,SGPL1,1960,True,0.21617069746509468,2.0267157924591475,0.7523516
22213,22213,SGPP1,608,True,0.06628900648595373,2.0150234619002436,0.71056527
22220,22220,SGTB,2063,True,0.25536961212575005,2.1401074775631894,1.1575934
22223,22223,SH2B3,2297,True,0.2421962828766828,2.032334048509862,0.77243024
22224,22224,SH2D1A,2385,True,0.3911031659886788,2.500898858871767,2.1216958
22225,22225,SH2D1B,175,True,0.03716042818878698,2.5096844829171423,2.478396
22226,22226,SH2D2A,421,True,0.06390998032700819,2.1106944441027,1.0524764
22227,22227,SH2D3A,290,True,0.04284921389106135,2.0344564864025436,0.7800154
22241,22241,SH3BP5,2885,True,0.3741326911141153,2.1663845947872407,0.7528726
22244,22244,SH3D19,389,True,0.05092016498306353,2.1276155916949246,1.1129495
22256,22256,SH3PXD2B,126,True,0.014304505302068594,2.0534323358389024,0.8478317
22258,22258,SH3RF2,7,True,0.0007819910045335354,2.428182862042051,2.1871235
22263,22263,SH3YL1,2031,True,0.23807465801878033,2.0637481768001176,0.88469875
22274,22274,SHC3,4,True,0.0005899925823250857,2.37577469427859,1.9998261
22278,22278,SHD,29,True,0.003772728198254184,2.026375495102543,0.7511354
22282,22282,SHISA2,161,True,0.020864675871457145,2.054169431962861,0.850466
22303,22303,SHTN1,1928,True,0.22598098753835535,2.257445045103028,1.576937
22309,22309,SIDT1,661,True,0.08822946610591333,2.1166967059096207,1.0739274
22313,22313,SIGLEC10,801,True,0.09790007884526014,2.0422151955077448,0.80774367
22321,22321,SIGLEC6,443,True,0.05953666583543588,2.1650326365186827,1.2466714
22338,22338,SIPA1L1,1463,True,0.17647638460986867,2.080585247466598,0.9448714
22345,22345,SIRPG,466,True,0.07087828658037681,2.05300722778759,0.84631246
22347,22347,SIRT1,2166,True,0.23978822367115482,2.0598777073990715,0.87086636
22354,22354,SIT1,998,True,0.1563128170403597,2.149563049387963,1.1913859
22366,22366,SKAP1,2612,True,0.4088574143212552,2.3646056804447237,1.5639879
22370,22370,SKIL,3166,True,0.3683262603185743,2.205433570649931,0.91265994
22380,22380,SLA2,1180,True,0.15105109500913536,2.0948795796027917,0.99595684
22381,22381,SLAIN1,482,True,0.050777605388207636,2.0302274500339044,0.76490164
22383,22383,SLAMF1,912,True,0.12989770485082996,2.145680323135631,1.1775097
22384,22384,SLAMF6,1295,True,0.19718067775210812,2.3194346079365773,1.7984767
22385,22385,SLAMF7,1915,True,0.3770654527737739,2.5984635432870284,2.5209277
22396,22396,SLC11A1,1716,True,0.22262226690041764,2.1586603674355684,1.223898
22399,22399,SLC12A2,2384,True,0.24963920936341333,2.030303151050241,0.7651721
22410,22410,SLC13A3,5,True,0.0008112765307731201,2.3757074586070446,1.9995859
22413,22413,SLC14A1,361,True,0.04522190146140684,2.12587042444174,1.1067126
22419,22419,SLC15A4,1271,True,0.14423528426352586,2.045549325473915,0.8196593
22423,22423,SLC16A10,135,True,0.01556744294319708,2.2045910620678444,1.3880461
22433,22433,SLC16A6,488,True,0.06772304257287723,2.090176902298753,0.9791503
22434,22434,SLC16A7,3360,True,0.39886161977797,2.229424589588205,1.0108305
22437,22437,SLC17A1,5,True,0.0008657898019249597,2.2244433706013713,1.4589949
22447,22447,SLC18A2,1445,True,0.16495804204580802,2.355033546408769,1.9257009
22459,22459,SLC1A7,17,True,0.00327763296170347,2.287933517375587,1.6858974
22475,22475,SLC22A23,354,True,0.04033099770236721,2.0744824612548123,0.92306113
22492,22492,SLC24A4,977,True,0.12164772361455456,2.1019560340528916,1.0212468
22527,22527,SLC25A37,10226,True,0.9322632013638643,2.7600910850624887,1.94142
22550,22550,SLC26A11,282,True,0.03962686092609374,2.0128157354615612,0.7026752
22554,22554,SLC26A4-AS1,16,True,0.0019036723136288119,2.0141443894123747,0.7074236
22578,22578,SLC2A13,379,True,0.048661403789001266,2.3792738831129445,2.0123315
22582,22582,SLC2A4,948,True,0.101287150307309,3.7851787541169575,7.036786
22585,22585,SLC2A6,909,True,0.12493027784470528,2.243424942776703,1.5268316
22590,22590,SLC30A10,3,True,0.0005984868945468712,2.5662794318491424,2.6806562
22593,22593,SLC30A4,448,True,0.05348314146808495,2.0183392714028043,0.7224154
22600,22600,SLC31A2,2138,True,0.2383489348347213,2.0692990809850995,0.90453666
22619,22619,SLC35D3,9,True,0.001219118245213106,2.328036442919325,1.829218
22627,22627,SLC35F3,15,True,0.0018677636029955694,2.3193819862273823,1.7982886
22631,22631,SLC35G1,298,True,0.028756112466121822,2.1648592687951176,1.2460518
22647,22647,SLC38A11,10,True,0.0019321904466854064,2.8867581671327107,3.8259904
22659,22659,SLC39A12,3,True,0.0006616528431874846,2.717602868340255,3.2214594
22666,22666,SLC39A5,8,True,0.0010166355522058836,2.1740071182041207,1.2787446
22673,22673,SLC40A1,3804,True,0.4543864845424117,2.3743353669593827,1.6038014
22674,22674,SLC41A1,1231,True,0.1440696337588527,2.1606626090620678,1.2310537
22675,22675,SLC41A2,253,True,0.028799297720177277,2.058475611931388,0.8658555
22678,22678,SLC43A2,1382,True,0.156992365418708,2.0213754837030455,0.73326623
22681,22681,SLC44A2,1570,True,0.18253427273551168,2.014014976395548,0.7069611
22692,22692,SLC46A3,1347,True,0.1571858503333579,2.027830882918449,0.7563367
22694,22694,SLC47A2,4,True,0.0006287528510564016,2.0717209487225,0.91319203
22696,22696,SLC4A1,897,True,0.3530246366709937,3.864458082071516,7.701342
22697,22697,SLC4A10,99,True,0.018614920028045396,2.4192137869003973,2.1550698
22699,22699,SLC4A1AP,2640,True,0.2664876236026738,2.0381720980160267,0.79329437
22702,22702,SLC4A4,215,True,0.031923728775359865,2.331275259406057,1.840793
22704,22704,SLC4A7,3363,True,0.38514601849651753,2.1675650417214567,0.75770295
22733,22733,SLC6A16,70,True,0.01120888037907965,2.4832824495030272,2.3840396
22736,22736,SLC6A19,7,True,0.0010825212397259116,2.4962528632882317,2.4303937
22740,22740,SLC6A4,92,True,0.011615659646224264,2.099232453082394,1.0115132
22759,22759,SLC7A7,798,True,0.09889115189052827,2.0185015565930904,0.72299534
22760,22760,SLC7A8,169,True,0.024711131243350785,2.4485687034160706,2.259979
22762,22762,SLC8A1,2120,True,0.22385915562320358,2.0130695673794237,0.7035824
22763,22763,SLC8A1-AS1,173,True,0.021815504547311095,2.101038802778427,1.0179688
22768,22768,SLC9A2,17,True,0.002657831738168085,2.2458591718464076,1.535531
22775,22775,SLC9A6,676,True,0.0740430509037064,2.0512776283045113,0.8401312
22790,22790,SLCO2A1,12,True,0.0016955250151646604,2.265454768321307,1.6055623
22792,22792,SLCO3A1,2111,True,0.22731434266376943,2.0137795409670587,0.7061197
22798,22798,SLED1,182,True,0.02314515600066095,2.034767416987835,0.7811266
22802,22802,SLFN12,1132,True,0.1352805198800855,2.064064372475824,0.88582873
22803,22803,SLFN12L,642,True,0.10635165006870288,2.2374228308514255,1.5053811
22804,22804,SLFN13,1807,True,0.19718379004319497,2.0987699180268238,1.0098603
22806,22806,SLFN5,5733,True,0.9847469047446464,2.8015989990859014,2.064531
22810,22810,SLIT1,54,True,0.006940900833600168,2.1259883004187454,1.1071339
22816,22816,SLITRK2,58,True,0.006685485344619814,2.022745428533001,0.7381622
22818,22818,SLITRK4,3019,True,0.2970958571000349,2.6916401330582116,2.9022038
22819,22819,SLITRK5,90,True,0.011508736350980195,2.148323901658782,1.1869574
22841,22841,SMAD3,1645,True,0.19188989954554989,2.078852377265149,0.93867844
22846,22846,SMAD7,478,True,0.0625006043605081,2.0738258460340346,0.92071456
22881,22881,SMCR5,107,True,0.012847673852452406,2.0144428119803908,0.70849013
22908,22908,SMIM14,2690,True,0.3169609544339259,2.1816956902077558,0.8155252
22914,22914,SMIM2,20,True,0.0023929421325052463,2.2426061418810996,1.5239054
22922,22922,SMIM25,761,True,0.09492020859600134,2.061624778258459,0.87711006
22931,22931,SMIM8,1780,True,0.17422131047315897,2.0114908915429157,0.69794047
22942,22942,SMPD1,585,True,0.0689394757148381,2.051317507121911,0.84027374
22944,22944,SMPD3,368,True,0.04835293643042032,2.028519260996061,0.7587969
22958,22958,SMURF2,1374,True,0.15205947564661762,2.0390152575612395,0.7963077
23004,23004,SNAR-G1,3,True,0.0003680630726637363,2.042952853202926,0.8103799
23008,23008,SNCA,1937,True,0.19554333358553186,2.150620293820858,1.1951642
23025,23025,SNHG18,35,True,0.004181912166801008,2.068643354383094,0.90219325
23055,23055,SNORA109,22937,True,2.151117768817841,3.487671022965464,0.6980848
23065,23065,SNORA117,3,True,0.0004310747737925423,2.0411706857915557,0.8040108
23066,23066,SNORA118,9,True,0.0013139331414662103,2.0367746973111114,0.78830034
23196,23196,SNORA77,17,True,0.0022600817109292726,2.260601931921831,1.5882192
23339,23339,SNORD116-16,16,True,0.002515132052507955,2.0864166156420616,0.9657117
23341,23341,SNORD116-18,28,True,0.0038943754772454734,2.013438239356453,0.70489997
23378,23378,SNORD13,2529,True,0.31279264728900574,2.3497141232866277,1.503052
23422,23422,SNORD157,3,True,0.0006327072220390911,2.6376817073315304,2.9358354
23441,23441,SNORD173,3,True,0.00035777025650056237,2.191784256450755,1.3422769
23568,23568,SNORD89,3176,True,0.4068085450277327,2.1600717854993072,0.72704077
23580,23580,SNORD98,19,True,0.0018430395135826507,2.257598374319277,1.577485
23582,23582,SNPH,75,True,0.011777735773612477,2.2551894345576327,1.5688758
23584,23584,SNRK-AS1,55,True,0.007585528284000957,2.0838281824534595,0.95646113
23607,23607,SNTB2,850,True,0.11533584385688274,2.1564687112525895,1.2160654
23637,23637,SNX30,1262,True,0.1443184482423157,2.050680007515345,0.8379954
23646,23646,SNX9,1642,True,0.17753961772888274,2.015624718392102,0.712714
23651,23651,SOCS2,3293,True,0.3651372666455728,2.1556727002549367,0.7090398
23653,23653,SOCS3,1734,True,0.20924584582671202,2.0563903745263294,0.85840327
23663,23663,SOGA3,117,True,0.020132524950632467,2.267489470567183,1.612834
23672,23672,SORCS3,15,True,0.0027421860601803605,2.1116824421403306,1.0560073
23682,23682,SOWAHA,6,True,0.001111131653255926,2.6102292031592027,2.837725
23701,23701,SOX4,9678,True,1.031477839451588,2.48826787219637,1.1352012
23702,23702,SOX5,38,True,0.004716044193960161,2.195077910431998,1.3540479
23704,23704,SOX6,247,True,0.030488428796357152,2.2603116323822503,1.5871817
23712,23712,SP140,1905,True,0.28146813645747637,2.2989956454047036,1.7254314
23717,23717,SP4,1874,True,0.21821114620329757,2.0952187719921445,0.9971691
23731,23731,SPACA6P-AS,37,True,0.005514788095080953,2.1194112582797127,1.0836287
23759,23759,SPARCL1,17,True,0.003583162586164353,2.791066072443864,3.4840038
23764,23764,SPATA13,3430,True,0.43304094684224403,2.2336496092047957,1.0281192
23765,23765,SPATA13-AS1,29,True,0.004976057351876645,2.0944617184362246,0.9944635
23799,23799,SPATA5,1965,True,0.19986072346827913,2.0526518224591923,0.84504235
23802,23802,SPATA6L,64,True,0.010836075503989255,2.2224906092733083,1.452016
23842,23842,SPEF2,1363,True,0.15291860978473287,2.077023055802229,0.93214077
23857,23857,SPIB,370,True,0.04697079737665782,2.0721577596513985,0.9147531
23858,23858,SPIC,11,True,0.0018838219838015608,2.1129417273226503,1.0605078
23869,23869,SPINK2,7322,True,1.0955965003014831,2.824685586969946,2.1330051
23871,23871,SPINK5,3,True,0.0004090580840090162,2.396360091684865,2.0733948
23890,23890,SPOCK2,3390,True,0.5230757438414736,2.3398714993871232,1.4627762
23891,23891,SPOCK3,263,True,0.0324203698984616,2.0764924256174986,0.93024445
23892,23892,SPON1,343,True,0.05204378045389833,2.2486599546725325,1.5455406
23893,23893,SPON2,470,True,0.08166384185899059,2.3547482111666707,1.9246812
23895,23895,SPOPL,2507,True,0.26046418496947155,2.0748311015786163,0.92430717
23897,23897,SPP1,100,True,0.026704881987610923,4.580823328267239,9.880279
23899,23899,SPPL2A,2628,True,0.2717797766995171,2.062118414937889,0.87887424
23920,23920,SPRTN,1185,True,0.12062002484859118,2.060803677645797,0.8741756
23934,23934,SPTA1,1110,True,0.17530692690635583,2.793567010749648,3.4929416
23945,23945,SPTSSB,33,True,0.006540308045822987,2.2952214822989334,1.7119433
23957,23957,SRCIN1,26,True,0.003667948254593369,2.115596299828842,1.0699947
23958,23958,SRD5A1,408,True,0.043418455243981816,2.0564018780765125,0.8584444
23979,23979,SRGN,26558,True,3.6366074480608543,5.2000786312115785,3.9237845
23985,23985,SRP14-AS1,757,True,0.08546359709325999,2.0292851493072477,0.761534
23993,23993,SRPK3,17,True,0.0027342490322829725,2.5592376775910597,2.6554902
24028,24028,SSBP3-AS1,140,True,0.01840472883573044,2.1541431115371643,1.2077541
24030,24030,SSC4D,42,True,0.004016825067399854,2.0209143920020596,0.7316184
24043,24043,SSR4,17269,True,1.6606694274019693,3.2445607163428316,1.612827
24056,24056,SSUH2,3,True,0.0007528690352335711,2.599572865116071,2.7996411
24072,24072,ST18,316,True,0.0575248284535047,2.5258511136393076,2.5361726
24080,24080,ST3GAL5,1441,True,0.18604574025639914,2.130422496857288,1.122981
24099,24099,ST8SIA1,275,True,0.033583732164176136,2.0357240841675086,0.7845456
24124,24124,STAMBPL1,978,True,0.13407233498082807,2.197105506880223,1.3612942
24125,24125,STAP1,1827,True,0.20119953009112282,2.1139155634415374,1.0639881
24133,24133,STARD4,1927,True,0.2296547368123343,2.1529944512434875,1.203649
24134,24134,STARD4-AS1,677,True,0.07233021356372976,2.040479654001565,0.80154115
24141,24141,STAT1,7528,True,0.8275585571695239,2.3954891206599394,1.1481186
24144,24144,STAT4,1070,True,0.1733317051688243,2.2289030452437655,1.4749329
24160,24160,STEAP3-AS1,21,True,0.0018937029681432961,2.1779497193372466,1.2928348
24161,24161,STEAP4,438,True,0.0627053644918538,2.492093120414027,2.4155276
24171,24171,STK17A,5899,True,0.6760995994574642,2.2887483996678153,0.7927513
24189,24189,STK39,1531,True,0.17243854503944683,2.0182447448666867,0.72207755
24233,24233,STUM,19,True,0.0031538212283042724,2.2674178701259593,1.612578
24247,24247,STX2,2555,True,0.2815402073374062,2.051374817511905,0.84047854
24258,24258,STXBP5,2566,True,0.28560860889088696,2.1706841112733115,0.7704661
24261,24261,STXBP6,116,True,0.012537345694034618,2.12534751592631,1.1048439
24270,24270,SUCNR1,1766,True,0.18944022092111754,2.0563337813834917,0.858201
24281,24281,SULF2,1759,True,0.2169293273636857,2.108277472966298,1.0438385
24286,24286,SULT1B1,606,True,0.07137715211778482,2.037433743232661,0.7906556
24294,24294,SULT4A1,3,True,0.0006402197705851654,2.7637737044291257,3.3864658
24326,24326,SUSD4,53,True,0.009483222332925074,2.18930668550183,1.3334225
24337,24337,SVEP1,12,True,0.001543610780774705,2.060419039630089,0.872801
24338,24338,SVIL,2467,True,0.28053236581225616,2.0860714227276507,0.9644781
24349,24349,SYBU,14,True,0.001345424841481757,2.051232429876707,0.8399697
24356,24356,SYCP2,575,True,0.08030493570216765,2.2155605135332137,1.4272491
24360,24360,SYDE2,261,True,0.030745116228775092,2.089744535942027,0.9776051
24371,24371,SYNE1,4648,True,0.7552682731763306,2.8209098551532445,2.5644538
24373,24373,SYNE2,8174,True,1.5221835028677744,3.290759251339013,1.6907611
24384,24384,SYNJ2BP,2292,True,0.24044505714241854,2.035416131187763,0.78344506
24385,24385,SYNJ2BP-COX16,13,True,0.0017730295919072695,2.191302859525397,1.3405565
24386,24386,SYNM,191,True,0.02772503975329578,2.270859734840941,1.6248786
24401,24401,SYT11,1848,True,0.21468964779114055,2.0862510364392928,0.96511996
24409,24409,SYT2,78,True,0.009916645811517737,2.027732749322421,0.755986
24414,24414,SYT7,5,True,0.0005871268914871945,2.04592873813525,0.82101524
24418,24418,SYTL2,681,True,0.11471508436637665,2.3011713445066935,1.733207
24419,24419,SYTL3,1201,True,0.1935046308015057,2.3519634144921957,1.9147289
24421,24421,SYTL5,3,True,0.0005587861340346493,2.428857733080658,2.1895354
24427,24427,TAAR1,4,True,0.000553950101809442,2.1337057453251895,1.1347147
24439,24439,TAC3,25,True,0.0029564035532070715,2.0682622415256806,0.9008312
24445,24445,TACR1,17,True,0.002034981468184987,2.107623542174456,1.0415015
24451,24451,TADA2B,1095,True,0.1325812498116475,2.1138650981582763,1.0638077
24460,24460,TAF1A-AS1,78,True,0.009358964819080117,2.024583240290051,0.74473023
24479,24479,TAGLN,163,True,0.020653359062454933,2.071793696504463,0.91345197
24489,24489,TANGO6,619,True,0.06098909764529406,2.07919507739314,0.9399032
24505,24505,TARP,4294,True,0.48420656593146955,2.2497523425639874,1.0940111
24525,24525,TAS2R40,8,True,0.0011682124496270548,2.1107981692156645,1.052847
24527,24527,TAS2R42,7,True,0.0013170011012984463,2.03274638254441,0.77390385
24528,24528,TAS2R43,21,True,0.0024806889181568973,2.083175235972311,0.9541276
24531,24531,TAS2R5,13,True,0.0019135622986790849,2.125650444051314,1.1059264
24533,24533,TAS2R60,6,True,0.0007906595386693148,2.2279462545373945,1.4715135
24573,24573,TBC1D30,90,True,0.009619845127596621,2.0313584309277246,0.76894355
24574,24574,TBC1D31,1471,True,0.15464953576430107,2.062027100403614,0.8785479
24575,24575,TBC1D32,862,True,0.09377366360403497,2.031630715589561,0.76991665
24586,24586,TBC1D3P1-DHX40P1,175,True,0.022180357173816882,2.114547177424516,1.0662453
24589,24589,TBC1D4,2003,True,0.2913473656260389,2.3523029054772024,1.5136452
24596,24596,TBC1D9,800,True,0.10164189409685859,2.117307613470054,1.0761106
24608,24608,TBL1X,2230,True,0.2471529849257384,2.115281671460124,1.0688703
24628,24628,TBX21,435,True,0.08142219957390025,2.2658916331215657,1.6071236
24637,24637,TC2N,2755,True,0.45227793611293965,2.4728442492142326,2.006897
24638,24638,TCAF1,2786,True,0.27948311285784566,2.040588889319453,0.80193156
24639,24639,TCAF2,376,True,0.05450362846670804,2.158670630089336,1.2239348
24646,24646,TCEA3,479,True,0.07408622105103414,2.1176794913266535,1.0774397
24656,24656,TCEANC,434,True,0.05439140276219304,2.0713547693313403,0.91188335
24660,24660,TCERG1L,4,True,0.0007181149598520714,2.1445270451672536,1.1733881
24671,24671,TCF4,5176,True,0.5705470382461295,2.380943621382165,1.099693
24672,24672,TCF4-AS1,3,True,0.0004107800029855747,2.016483396987813,0.7157828
24673,24673,TCF7,3751,True,0.6019657961978548,2.4408596948222883,1.299169
24680,24680,TCHP,2161,True,0.21643989443150427,2.0409494070011722,0.80322
24682,24682,TCL1A,121,True,0.025346587002741193,2.645368089782139,2.963305
24684,24684,TCL6,59,True,0.007837296645530517,2.062867534359289,0.8815515
24685,24685,TCN1,53,True,0.011004283151309122,3.8954575644568425,7.430903
24694,24694,TCP11L2,1323,True,0.1786974685479065,2.1276067091729933,1.1129178
24698,24698,TCTE3,475,True,0.05598641706857621,2.0580922930352505,0.8644856
24709,24709,TDO2,12,True,0.001888694920106879,2.1759379562964356,1.2856451
24715,24715,TDRD15,5,True,0.0012007460788675233,2.423235780834246,2.1694436
24716,24716,TDRD3,2143,True,0.22936383036303643,2.036081820805035,0.78582406
24718,24718,TDRD6,58,True,0.008221050913089474,2.170665536490384,1.2668024
24719,24719,TDRD7,1126,True,0.12021979565348588,2.049694465677917,0.83447325
24720,24720,TDRD9,160,True,0.019212006943339372,2.0644924506434803,0.88735867
24721,24721,TDRG1,4,True,0.0006578775140405035,2.0685601098860453,0.9018957
24722,24722,TDRKH,381,True,0.04638010199329769,2.0774141105307966,0.9335384
24724,24724,TDRP,20,True,0.003379236205194198,2.240280441978518,1.5155938
24725,24725,TEAD1,25,True,0.0024521105772888803,2.06669010182264,0.89521265
24727,24727,TEAD3,124,True,0.014623046916148116,2.0245653557517014,0.7446663
24745,24745,TEKT5,17,True,0.002205181925577529,2.1917845423457365,1.342278
24750,24750,TENM1,336,True,0.06136972071173988,2.400850056512392,2.089441
24757,24757,TERB1,9,True,0.0016236695094506875,2.6214354833995115,2.8777742
24778,24778,TEX12,54,True,0.0059640640653030475,2.0400062324059243,0.7998492
24793,24793,TEX29,28,True,0.004833626494177955,2.6504567103892693,2.9814909
24800,24800,TEX38,19,True,0.0028386741438471783,2.174010329871063,1.2787561
24802,24802,TEX43,7,True,0.0008491226681510291,2.154689013098866,1.2097051
24812,24812,TF,38,True,0.008248248191936066,3.0255333328989815,4.321948
24842,24842,TFRC,6665,True,0.727963309524206,2.441648124084213,1.3017938
24845,24845,TGFA,124,True,0.015999367677024055,2.035715087237656,0.7845135
24852,24852,TGFB3,264,True,0.03066158950109666,2.03204903889251,0.77141166
24853,24853,TGFBI,651,True,0.08297180984767608,2.0298467037142225,0.76354086
24856,24856,TGFBR3,827,True,0.16901866573331034,2.532472209547431,2.5598352
24864,24864,TGM1,37,True,0.0055829299251050615,2.127655149260188,1.1130909
24877,24877,THAP10,91,True,0.007152890188924918,2.222922579671369,1.4535598
24891,24891,THBS1,2535,True,0.7430148886935728,3.8227987537686956,5.8999996
24903,24903,THEMIS,1263,True,0.23274869763419775,2.405674014259579,2.1066809
24916,24916,THPO,5,True,0.0005351279393485048,2.030361119836383,0.7653793
24918,24918,THRA1-BTR,149,True,0.025786383570888964,2.2000136214549215,1.3716873
24920,24920,THRB,2092,True,0.1824118886099182,2.0415823054224904,0.80548185
24928,24928,THSD7A,594,True,0.09717815871562861,2.465548577858018,2.320662
24940,24940,TIAM1,1026,True,0.16230994290490286,2.2987767845251064,1.7246493
24943,24943,TICAM2,451,True,0.049912516265717785,2.1146308667594216,1.0665444
24946,24946,TIFA,2124,True,0.2304218685940115,2.0696802730594035,0.905899
24955,24955,TIGD7,587,True,0.06797082981604016,2.1555652179348836,1.2128365
24956,24956,TIGIT,933,True,0.181010302427335,2.4791760405853016,2.3693643
24957,24957,TIMD4,69,True,0.011000087520067895,2.3350259096774124,1.8541971
24977,24977,TIMP3,411,True,0.04661920087467663,2.1282717389316748,1.1152945
24992,24992,TJP3,63,True,0.010327630540423894,2.2639426700934746,1.6001583
24997,24997,TKTL1,138,True,0.024535972540110456,2.272673464108846,1.6313607
25004,25004,TLE2,55,True,0.009323012335680912,2.1628742045748717,1.2389575
25015,25015,TLR1,1199,True,0.1304599839736812,2.0118201412419214,0.6991172
25016,25016,TLR10,468,True,0.0665064440230581,2.4177294565920353,2.149765
25018,25018,TLR3,172,True,0.024822824748444525,2.758879849846289,3.3689759
25019,25019,TLR4,3123,True,0.3707873553800327,2.201406600306995,0.8961817
25020,25020,TLR5,464,True,0.0584756940916862,2.011199745222013,0.69689995
25023,25023,TLR8,772,True,0.09403913786894721,2.1268134499457165,1.1100829
25033,25033,TM4SF1,1012,True,0.11164957270900404,2.019637824409313,0.72705615
25067,25067,TMCC2,77,True,0.009292906057670301,2.1219392265031916,1.0926632
25068,25068,TMCC3,232,True,0.034241555506452886,2.2769533464556875,1.6466562
